Notebook acer nitro 5 an515-55-59t4 - ACER NITRO 5 GAMER ; R$ 5.099,00 ;  Data: 14/10/2022 
Notebook Intel Pentium 4GB RAM 64GB Multilaser PC310 Tela 14" Windows 10 ; R$ 1.444,15 ;  Data: 14/10/2022 
Notebook 14" ASPIRE 3 CELERON N4500, 4Gb, SSD 256GB NVMe, Windows 10 HOME, Modelo A314-35-C4CZ ACER ; R$ 2.279,97 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book Go Snapdragon 8 núcleos 4GB 128GB SSD Tela Full HD 14" Windows 11 + Pacote Office 365 Personal NP340XLA-K04BR ; R$ 1.861,50 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 3000 I15 - Intel Core i3 10a. Geração 8GB 256GB 15,6” Windows 11 ; R$ 3.799,00 ;  Data: 14/10/2022 
Notebook Intel Celeron 4GB RAM 120GB SSD Multilaser Ultra UB220 Tela 15.6" Windows 11 Prata ; R$ 1.954,15 ;  Data: 14/10/2022 
Notebook Lenovo Gaming 3i I7 16gb 512 Ssd Gtx1650 4gb W10 - IMP ; R$ 12.415,41 ;  Data: 14/10/2022 
Notebook Samsung NP550XDAKO1BR, Tela FHD de 15.6" Intel Celeron HD 500GB 4GB RAM Windows 10 Cinza ; R$ 2.739,00 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3i Celeron 4GB 128GB SSD Windows 11 15.6" 82BU0008BR Prata ; R$ 1.889,10 ;  Data: 14/10/2022 
Notebook Intel Atom Quad Core 4GB RAM 128GB eMMC Positivo Motion Q4128C 14.1" Windows 10 Dourado ; R$ 2.299,00 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book S Intel Core i5, Windows 11 Home, 8GB, 256GB SSD, 13.3" Full HD, 950g ; R$ 6.349,14 ;  Data: 14/10/2022 
Notebook Samsung Book2 360 13.3 FULL HD I7 16GB 512GB SSD Windows 11 Home NP730QED-KS2BR Grafite ; R$ 7.953,03 ;  Data: 14/10/2022 
Notebook ASUS X515MA-BR623X Intel Celeron Dual Core N4020 4GB 128GB SSD W11 15,60" LED-backlit Cinza ; R$ 1.999,08 ;  Data: 14/10/2022 
Notebook M515DA-BR1213W AMD RYZEN 5 8GB 256 GB SSD Asus ; R$ 2.726,10 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 A314-35 Prata 14 , Intel Celeron RAM 4gb 500gb Hd Win 10 ; R$ 1.979,10 ;  Data: 14/10/2022 
Chromebook Samsung XE501C13-AD1BR Intel Celeron 2GB 16GB Tela 11.6Pol LED HD Chrome OS ; R$ 1.791,00 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-U20P 15.6" Full HD 11ª Geração Intel Core i3 4GB 128GB SSD Linux ; R$ 3.419,05 ;  Data: 14/10/2022 
Notebook Vaio FE14 VJFE42F11X-B4211H Intel Core i3-10110U 4GB 1TB HD 2,5' Full HD Linux Cinza Escuro ; R$ 2.999,00 ;  Data: 14/10/2022 
Notebook IdeaPad 3i-15IML 82BS000GBR Intel Core i5-10210U 8GB RAM 256GB HD 15,6 Windows 11 Lenovo ; R$ 3.231,00 ;  Data: 14/10/2022 
Notebook Ultra Windows 10 Intel Core i3 4GB 120GB SSD Tela 14,1 Pol. HD Prata - UB430 ; R$ 1.943,01 ;  Data: 14/10/2022 
Notebook HP 250-G8, Intel Core i5, 16GB de Memória, Windows 11 Pro, 256GB SSD, Tela de 15.6", HP ; R$ 4.276,06 ;  Data: 14/10/2022 
Notebook Dell Inspiron i13-i1200-M10S 13.3 Full HD 12ª Ger. Plataforma Intel EVO Core i5 8GB 256GB SSD Windows 11 ; R$ 5.804,10 ;  Data: 14/10/2022 
Notebook IdeaPad 82BS0006BR Intel Core i3-10110U 4GB RAM 256GB SSD Tela 15.6 Windows 10 Lenovo ; R$ 2.221,02 ;  Data: 14/10/2022 
Notebook Positivo Motion C41TEi Intel Celeron Dual-Core Linux 14" - Vermelho ; R$ 1.444,15 ;  Data: 14/10/2022 
Notebook Samsung Intel Core i3-1115G4 Windows 11 Home 4GB 1TB 15.6 Full HD LED ; R$ 2.869,56 ;  Data: 14/10/2022 
Notebook ideapad Gaming 3i i7-10750H 8GB 512GB SSD GTX 1650 4GB 15.6" FHD WVA Linux 82CGS00200 - Lenovo ; R$ 4.859,10 ;  Data: 14/10/2022 
Notebook HP 250-G8, Core i5, 16GB, 256GB SSD, 15" - 3G5A4LA ; R$ 4.022,26 ;  Data: 14/10/2022 
Notebook Acer Nitro 5 AN517 Memória 16GB / SSD 1TB / 17.3 ; R$ 12.249,00 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3i Celeron 4GB 128GB SSD Windows 11 Prata ; R$ 2.165,15 ;  Data: 14/10/2022 
Notebook Dell Latitude 3420 Core I5 - 1135G7 8gb SSD 256 NVME e TELA 14 polegadas ; R$ 5.099,90 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-M55S 15.6" Full HD 11ª Geração Intel Core i5 8GB 512GB SSD Windows 11 Prata ; R$ 4.175,10 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 3000 a0700-UM20S 15.6" FHD AMD Ryzen 7 8GB 256GB SSD Linux Prata ; R$ 3.581,10 ;  Data: 14/10/2022 
Notebook Samsung NP550XDA-KT1BR, Tela de 15.6", Windows 10, 1TB, 4GB RAM, Cinza ; R$ 3.759,00 ;  Data: 14/10/2022 
Notebook Dell Alienware m15 R7 AW15-i1200-M10BP 15.6" QHD 12ª ger Intel Core i7 16GB 1TB SSD RTX 3070Ti Win 11 ; R$ 13.652,10 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core i3-1115G4, 4GB RAM, 256GB SSD, Linux, 15.6, LED, Full HD, Prata - NP550XDZ-KT6BR ; R$ 2.589,99 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3 Intel Core i5 8GB - 256GB SSD + Pacote Office 365 Personal Digital ; R$ 3.400,20 ;  Data: 14/10/2022 
Notebook Positivo Motion Q464C Intel Atom Quad-Core Windows 10 Home 14.1'' - Vermelho ; R$ 1.274,15 ;  Data: 14/10/2022 
Notebook Dell Inspiron i13-i1200-M10S 13.3 Full HD 12ª Ger. Plataforma Intel EVO Core i5 8GB 256GB SSD Windows 11 ; R$ 5.804,10 ;  Data: 14/10/2022 
Notebook Legacy Intel Dual Core Windows 10 4Gb Tela Hd 14 Pol, Preto Multilaser - PC201 ; R$ 1.214,01 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A515 Intel Core I5-10210u Memoria 8gb Hd 1tb Ssd 256gb Tela 15.6'' Full Hd Windows 11 Pro ; R$ 4.573,07 ;  Data: 14/10/2022 
MSI GE67 Raider Intel 12ª geração i9-12900HX RTX 3080Ti tela 15' QHD 3K OLED SSD 4Tb NVMe RAM 64Gb ; R$ 52.900,00 ;  Data: 14/10/2022 
Notebook Vaio FE14 VJFE42F11X-B0392H Intel Core i5-10210U 8GB 256GB SSD Full HD Windows 11 Home ; R$ 4.099,00 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book2 360 Intel Core i5-1235U, Windows 11 Home, 8GB, 512GB SSD, 13.3'' Full HD ; R$ 7.109,10 ;  Data: 14/10/2022 
Notebook Lnv Thinkpad T480 I5-8ª, 16GB DDR4, SSD 256GB - Lenovo ; R$ 2.801,84 ;  Data: 14/10/2022 
Notebook Asus Ssd 64GB Tela 14'' W11 ; R$ 2.163,00 ;  Data: 14/10/2022 
Notebook Intel Core i3 4GB RAM 256GB SSD Acer Aspire 5 A515-56-327T Tela 15.6" Windows 10 Home ; R$ 3.119,00 ;  Data: 14/10/2022 
Notebook Positivo Motion Atom Z8350 4GB 128GB Windows10 14" - 3002030 ; R$ 1.529,10 ;  Data: 14/10/2022 
Notebook Msi 17.3 Crosshair 17 A11udk-091 Gaming Laptop ; R$ 8.999,00 ;  Data: 14/10/2022 
Notebook Positivo Motion Red Q232B Intel Quad Core - 2GB eMMC 32GB 14” Windows 10 ; R$ 1.599,00 ;  Data: 14/10/2022 
Notebook Positivo Motion Q464c Intel Atom QuadCore Windows 10 Home 14,1'' - Cinza ; R$ 1.274,15 ;  Data: 14/10/2022 
Notebook Intel Ssd 64Gb Win 11 ; R$ 2.599,20 ;  Data: 14/10/2022 
Notebook Gamer Lenovo I5-10300h 8gb4gbv256ssd Linux - 82cgs00100 - LENOVO INFORMATICA ; R$ 6.745,21 ;  Data: 14/10/2022 
Notebook M11W Prime 2em1, Windows 11, Processador Intel Celeron, 128GB, 4GB RAM, Tela 11,6 Pol Microsoft 365 Personal e 1TB na Nuvem - PC281 - Multilaser ; R$ 1.250,10 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 i1101-A10S 15.6” Full HD 11ª geração Intel Core i5 8GB 256GB SSD Windows 11 ; R$ 4.265,10 ;  Data: 14/10/2022 
Notebook Samsung Intel Core i5-1135G7 Windows 11 Home 8GB 1TB HD Intel Iris Xe 15.6 Full HD LED ; R$ 3.130,02 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 3000 a0500-UM10P 15.6" FHD AMD Ryzen 5 8GB 256GB SSD Linux Preto ; R$ 3.381,05 ;  Data: 14/10/2022 
Notebook Lenovo T450 ThinkPad I5 5ª 8GB 240GB SSD ; R$ 1.999,00 ;  Data: 14/10/2022 
Notebook Acer Predator Helios 300 PH315-54-7852 ; R$ 13.486,52 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3 Celeron N4020 4GB 128GB Windows 11 15,6'' ; R$ 1.799,10 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A514-54-397J Intel Core i3 11ª Gen Windows 11 Home 8GB 256GB SDD 14' Full HD ; R$ 3.279,18 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3i 15 GL 82BU0008BR Intel Celeron N4020 4GB 128GB 15,6 Polegadas Windows 11 ; R$ 1.766,52 ;  Data: 14/10/2022 
Notebook Gamer Dell G15-i1200-M40BP 15.6" FHD 12ª Ger Intel Core i7 16GB 512GB SSD NVIDIA RTX 3060 Win 11 com Mochila ; R$ 10.133,10 ;  Data: 14/10/2022 
Notebook Acer Nitro 5 AN517 Memória 16GB / SSD 1TB / 17.3 ; R$ 12.249,00 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 A514-54-789C Intel Core i7 11ª Gen Windows 11 Home 8GB 512GB SDD 14' Full HD ; R$ 5.399,10 ;  Data: 14/10/2022 
Notebook HP Intel Core i5 8GB 256GB SSD 15,6” - HD + Pacote Office 365 Personal 1 Ano Digital ; R$ 3.454,20 ;  Data: 14/10/2022 
Notebook Dell Vostro 3515 Amd Ryzen 5 8gb 256ssd Radeon Tela 15" Windows ; R$ 4.230,00 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro 5 AN515-45-R1FQ AMD Ryzen 7 Windows 11 Home 8GB 512GB SSD GTX 1650 15.6' ; R$ 6.299,10 ;  Data: 14/10/2022 
Notebook Dell Inspiron 3515 Amd Ryzen 7 3700u 8gb 256ssd ; R$ 5.040,00 ;  Data: 14/10/2022 
Notebook Acer Nitro 5 AN517 Memória 16GB / SSD 1TB / 17.3 ; R$ 11.881,53 ;  Data: 14/10/2022 
Razer Blade 15 Advance Intel 12ª geração i7-12800H RTX 3080Ti tela 15' FHD SSD 4Tb NVMe RAM 64Gb ; R$ 51.900,00 ;  Data: 14/10/2022 
Notebook Lenovo ThinkPad E14 i5-1135G7 8GB 256GB SSD Windows 11 Home 20TB0023BO Preto ; R$ 5.669,10 ;  Data: 14/10/2022 
Notebook 2 em 1 M11W Prime, com Windows 10 Home, Processador Intel Quadcore, Tela 11,6 Pol , 4GB 64GB Prata - PC302OUT Reembalado - Multilaser ; R$ 1.385,23 ;  Data: 14/10/2022 
Notebook HP 250 G8 15,6 HD i3-1005G1 128GB SSD 4GB Win10 Pro Prata - 4N0Z7LAAK4 ; R$ 2.499,30 ;  Data: 14/10/2022 
Notebook Positivo Motion Q464C Intel Atom Quad-Core Windows 10 Home 14.1" Dourado ; R$ 1.274,15 ;  Data: 14/10/2022 
Notebook ASUS ROG Strix G513RM-HQ234W Cinza ; R$ 12.299,18 ;  Data: 14/10/2022 
NOTEBOOK ACER GAMING PREDATOR HELIOS 300 I7-11800H 2.3GHz - 16GB - 512GB SSD + 1TB - 15.6"FHD - GFORCE RTX 3060 6GB DED ; R$ 14.990,00 ;  Data: 14/10/2022 
Notebook Lenovo V14 i5-1135G7 16GB 512GB ssd W11 Pro 14 fhd 82NM0013BR Preto ; R$ 4.999,90 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3 Intel Core i3 4GB - 256GB SSD + Microsoft 365 Personal 2020 Office ; R$ 2.410,20 ;  Data: 14/10/2022 
Chromebook Samsung XE310XBA-KT3BR Intel Celeron - Dual-Core 4GB 32GB Tela 11.6" LED, PRATA ; R$ 1.837,80 ;  Data: 14/10/2022 
Notebook ASUS Vivobook Pro 15 K3500PH-KJ378W Intel Core i5 11300H 8GB 512GB SSD W11 15,6" GTX 1650 ; R$ 4.509,18 ;  Data: 14/10/2022 
Notebook Asus, Intel Celeron Dual Core N4020,4GB, 128GB eMMC,Tela 15,6",Intel UHD600,Windows 10 Pro, Blue- E510MA-B ; R$ 1.921,32 ;  Data: 14/10/2022 
Notebook Multilaser Legacy PC131 Intel Quad Core Atom 2GB RAM HD Tela 14" Windows 10 32GB - Grafite ; R$ 1.449,90 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 i5-10210U 4GB SSD 256GB NVMe 15.6 W10 ; R$ 3.400,00 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3 FHD AMD Ryzen 7 8GB 256GB SSD Windows 10 15.6" ; R$ 3.599,90 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3 Intel Core i3 4GB - 256GB SSD + Pacote Office 365 Personal 1 Digital ; R$ 2.419,20 ;  Data: 14/10/2022 
Notebook Ultra, com Windows 11 Home, Intel Celeron, 4GB RAM 500GB HDD, 14,1 Pol. HD + Tecla Netflix Preto - UB232 ; R$ 1.888,90 ;  Data: 14/10/2022 
Notebook VAIO FE15 Intel Core i3-10110U Windows 10 Home 4GB 256GB SSD HD - Cinza Escuro ; R$ 2.846,65 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book2 Pro Intel Core i7-1260P, Windows 11 Home, 16GB, 1TB SSD, 15.6'' Full HD ; R$ 11.699,10 ;  Data: 14/10/2022 
Notebook Acer Aspire A515-56-55LD - Intel i5 1135G7, RAM 12GB, SSD 256GB, Tela 15,6 FULL HD, Win 11 ; R$ 7.174,09 ;  Data: 14/10/2022 
Notebook Dell Latitude 3420 Core I5 - 1135G7 8gb SSD 512 NVME e TELA 14 polegadas ; R$ 5.099,90 ;  Data: 14/10/2022 
Notebook Gamer Acer AN517-52-50RS Tela 17.3 IPS FHD 144Hz, i5, 8GB, SSD 512GB, GTX 1650, Windows 11 ; R$ 6.749,99 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-U60P 15.6" Full HD 11ª Geração Intel Core i7 8GB 256GB SSD Linux Preto ; R$ 5.174,10 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3 Intel Celeron 4GB - 128GB SSD 15,6” Windows 11 82BU0006BR ; R$ 2.999,99 ;  Data: 14/10/2022 
Notebook Dell Vostro 3510 Core I5 10th 8gb 256ssd Tela 15" Windows 10 ; R$ 4.990,00 ;  Data: 14/10/2022 
Notebook VAIO FE14 VJFE42F11X-B2321H Intel Core i3-10110U 4GB 1 TB HDD 14" Full HD Linux Debian 10 ; R$ 2.999,00 ;  Data: 14/10/2022 
Notebook Dell Vostro 3401 Core I3 4gb 128ssd Tela 14" Windows ; R$ 4.060,00 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-U55P 15.6" Full HD 11ª Geração Intel Core i5 8GB 512GB SSD Linux ; R$ 4.022,10 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-U55P 15.6" Full HD 11ª Geração Intel Core i5 8GB 512GB SSD Linux ; R$ 4.022,10 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3 Intel Core i3 4GB - 256GB SSD + Pacote Office 365 Personal 1 Digital ; R$ 2.419,20 ;  Data: 14/10/2022 
Notebook VAIO FE14 VJFE42F11X-B2321H Intel Core i3-10110U 4GB 1 TB HDD 14" Full HD Linux Debian 10 ; R$ 2.999,00 ;  Data: 14/10/2022 
Notebook Intel Ssd 64Gb Win 11 ; R$ 2.599,20 ;  Data: 14/10/2022 
Notebook 15.6" ideapad s145 celeron n4020/4gb/500gb/linux - 81wts00100, lenovo LENOVO ; R$ 2.549,00 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-U60P 15.6" Full HD 11ª Geração Intel Core i7 8GB 256GB SSD Linux Preto ; R$ 5.174,10 ;  Data: 14/10/2022 
Notebook Dell Latitude 3420 Core I7 i7-1165G7 32gb SSD 1Tb NVME e TELA 14 polegadas ; R$ 7.999,90 ;  Data: 14/10/2022 
Notebook ASUS Zenbook 14X OLED UX5401ZA-L7140W Intel Core i7 12700H 12G 16GB 512GB SSD Windows 11 ; R$ 9.019,18 ;  Data: 14/10/2022 
Notebook Dell Latitude 3420 Core I3-1115G4 8gb SSD 256 NVME e TELA 14 polegadas ; R$ 4.399,90 ;  Data: 14/10/2022 
Notebook 2 em 1 HP 435-G8, AMD Ryzen 5, 16GB, 256GB SSD, Tela de 13", Windows 11 Home, 5R5A9LA ; R$ 9.244,90 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3i i5-10210U 8GB, 256 GB SSD, Windows 11, 15.6" - 82BS000GBR Prata ; R$ 4.365,00 ;  Data: 14/10/2022 
Notebook Samsung Book 550XDA-KT1 Intel Core I3-1115G4 4GB RAM 1TB DE HDD Windows 10 Home 15,6" Cinza ; R$ 3.006,06 ;  Data: 14/10/2022 
Notebook Samsung Book E20 15" NP550 Intel Celeron 5205U 4GB/500GB Branco - Positivo ; R$ 3.908,85 ;  Data: 14/10/2022 
Notebook Intel Core i5-1035G1 8GB 256GB SSD X515JA-EJ1792 Asus ; R$ 2.826,99 ;  Data: 14/10/2022 
Notebook ideapad Gaming 3 R7-5800H 16GB 512GBSSD GTX 1650 4GB 15.6" FHD W11 82MJ0000BR - Lenovo ; R$ 5.939,10 ;  Data: 14/10/2022 
Notebook Vaio FE14 - Tela 14 Full HD - Intel i3 1005G, 4GB, SSD 128GB, - VJFE43F11X - B0331H - Sony ; R$ 3.999,99 ;  Data: 14/10/2022 
Notebook Lenovo V14 i3-1115G4 8GB 256GB SSD Linux 14" HD 82NMS00000 Preto ; R$ 3.103,78 ;  Data: 14/10/2022 
Asus ZenBook Space Edition Intel 12ª geração i9-12900H Iris Xe tela 14' OLED SSD 4Tb NVMe RAM 32Gb ; R$ 28.900,00 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core i3-1115G4, Windows 11 Home, 4GB, 256GB SSD, 15.6" Full HD LED ; R$ 2.825,10 ;  Data: 14/10/2022 
Notebook Gamer Legion 5 W11 15.6 Full Hd Preto - LENOVO ; R$ 8.050,03 ;  Data: 14/10/2022 
Notebook Gamer Dell G15-i1200-U30P 15.6" FHD 12ª Geração Intel Core i5 16GB 512GB SSD NVIDIA RTX 3050 Linux ; R$ 6.605,10 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3 Intel Celeron 4GB - 128GB SSD 15,6” Windows 11 82BU0006BR ; R$ 1.879,99 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3i Intel Core i5 10210U 8GB SSD 256GB Windows 11 Tela 15,6'' Prata 82BS000GBR ; R$ 3.255,12 ;  Data: 14/10/2022 
Notebook Dell Alienware m15 R7 i1200-PS10P 15.6" QHD 12ª g. Intel Core i7 16GB 1TB SSD RTX 3070Ti Win 11 Premium Support ; R$ 13.832,10 ;  Data: 14/10/2022 
Inspiron 24 5410 All-in-One 12ª geração Intel Core i5-1235U 8GB 256GB Full HD de 23.8" Windows 11 Ho - Dell ; R$ 5.599,99 ;  Data: 14/10/2022 
Notebook Dell Alienware x17 R2 AW17-X17R2-M30S 17.3" FHD 12ª ger Intel Core i9 16GB 1TB SSD RTX 3080Ti Win ; R$ 33.749,10 ;  Data: 14/10/2022 
Notebook Vaio FE 14 Intel Core i3-10110u Windows 11 home Chumbo Escuro 100~240v VJFE42F11X-B2391H ; R$ 2.699,10 ;  Data: 14/10/2022 
Notebook Samsung Book Core i3-1115G4 11ª Geração 4GB 1TB 15.6" Windows 10 - Cinza Chumbo ; R$ 2.699,10 ;  Data: 14/10/2022 
Notebook Dell Inspiron 5510 Core I7 11th 16gb 512ssd Mx450 Tela 15" Windows ; R$ 7.210,00 ;  Data: 14/10/2022 
Kit Notebook Gamer Acer Nitro 5 AN515-44-R4KA R7 GTX1650 + Notebook Aspire 5 A515-45G-R46X R7 RX640 ; R$ 9.899,10 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3 Intel Core i5 8GB - 256GB SSD + Microsoft 365 Personal 2020 Office ; R$ 3.373,20 ;  Data: 14/10/2022 
Notebook Gamer Acer AN517-52-75WH - Tela 17.3 IPS FHD 144Hz, i7 10750H, 8GB, SSD 512GB, GTX 1650 ; R$ 6.744,94 ;  Data: 14/10/2022 
Notebook Samsung Intel Core i3 1115G4 4GB SSD 256GB Tela 15.6" Full HD Windows 11 Home Cinza NP550XDA-KV3BR ; R$ 2.551,12 ;  Data: 14/10/2022 
Notebook Intel Ssd 64 Gb N4020 4 Gb Ram DDR4 Tela 14'' Azul - Hp ; R$ 2.394,93 ;  Data: 14/10/2022 
Notebook Vaio FE14 Intel Core i5-10210U, 8GB, 1TB HDD, Linux, 14, Full HD, Preto - 3341843 ; R$ 3.469,00 ;  Data: 14/10/2022 
Notebook Samsung Book NP550XDA-KF2BR Intel Core i5 - 8GB 256GB SSD 15,6” Full HD Windows 10 ; R$ 4.999,99 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro 5 AN515-54-58CL Intel Core i5 8GB 1TB+128GB SSD GTX1650 4GB Linux ; R$ 6.443,33 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro 5 Ryzen 7 4800h, Geforce Gtx 1650 - IMP ; R$ 14.362,11 ;  Data: 14/10/2022 
Tela Notebook 15.6 30 pinos Lenovo Ideapad S145-15IGM Sem Abas - BOE ; R$ 479,65 ;  Data: 14/10/2022 
Notebook VAIO FE15 Intel Core i7-1255U Windows 11 Home 8GB 256GB SSD Full HD - Cinza Grafite ; R$ 4.504,15 ;  Data: 14/10/2022 
Notebook Dell Vostro 3510 Core I5 11th 8gb 256ssd Tela 15" Windows 11 ; R$ 5.449,90 ;  Data: 14/10/2022 
Notebook Dell Inspiron 5510 Core I7 11th 8gb 512ssd Mx450 ; R$ 6.770,00 ;  Data: 14/10/2022 
Notebook HP Intel Core i5 8GB 256GB SSD 15,6” - HD Windows 11 + Microsoft 365 Personal 2020 Office ; R$ 3.463,20 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad Flex 5i Core I7 8GB 256SSD Grafite ; R$ 4.849,99 ;  Data: 14/10/2022 
Notebook Ultra, com Windows 10 Home, Processador Intel Core i3, 4GB 120GB SSD, Tela 14,1 Pol. HD + Tecla Netflix Prata - UB430 ; R$ 2.158,90 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad Intel i5 16 GB 256GB ssd W11 ; R$ 4.334,93 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad S145, 15.6", AMD Ryzen 5, 8GB, Windows 10 ; R$ 4.254,88 ;  Data: 14/10/2022 
Notebook Multilaser M11w Prime Pentium Tela 11 Polegadas RAM 4Gb, 64Gb, Win10 ; R$ 2.252,42 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book S Earthy Gold Táctil 13.3 - IMP ; R$ 9.448,11 ;  Data: 14/10/2022 
Notebook Ultra, Intel Core i5, 8GB RAM, 240GB SSD, Windows 10 Home, 14,1 Pol. HD, Prata - UB532 ; R$ 2.510,01 ;  Data: 14/10/2022 
Notebook Acer A315 Intel Celeron N4000 Memoria 8gb HD 1tb Tela 15.6' Hd Windows 10 Home ; R$ 2.742,82 ;  Data: 14/10/2022 
Notebook Dell Inspiron 3501 Pentium Gold 7505 4GB DDR4 SSD 128GB 15,6 HD Linux De Vitrine ; R$ 2.996,14 ;  Data: 14/10/2022 
Notebook Lenovo 15.6" IdeaPad 3i i3-1115G4, 4Gb, SSD 256GB, Intel UHD Graphics, Windows 11, Câmera 720p com privacidade 82MD000ABR Cinza LENOVO ; R$ 3.823,94 ;  Data: 14/10/2022 
Notebook 2 em 1 M11W Prime 11,6 pol - Multilaser ; R$ 3.199,00 ;  Data: 14/10/2022 
Notebook Ultraportátil Dell X13-i1200-M20 13.4" Ultra HD+ Touch 12ª Ger Plataforma Intel EVO Core i7 32GB 1TB SSD Win 11 ; R$ 12.419,10 ;  Data: 14/10/2022 
Combo Office - Notebook Legacy Book, com Windows 10 Home, Processador Intel Quad, 64GB 4GB 14,1 Pol + Microsoft 365 Personal e Headset Pro P2 -PH316K - Multilaser ; R$ 1.379,19 ;  Data: 14/10/2022 
Notebook Positivo Master N4340 ROHS SSD 256GB DDR4 4GB ; R$ 2.500,00 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 Intel Core i3 W11 4GB 256GB SSD 15.6 A515-54-33EN ; R$ 3.299,99 ;  Data: 14/10/2022 
Notebook Multilaser Legacy Cloud 14,1" W10 Quadcore -PC134 ; R$ 1.399,00 ;  Data: 14/10/2022 
Notebook Gamer 15.6" Acer Nitro 5 AN515-44-R4KA AMD Ryzen 7-4800H, 8GB, 512GB SSD, GTX 1650, Windows 11 ACER ; R$ 6.040,50 ;  Data: 14/10/2022 
Notebook Dell Inspiron 3501 Pentium Gold 7505 4GB DDR4 SSD 128GB 15,6 HD Linux De Vitrine ; R$ 2.996,14 ;  Data: 14/10/2022 
Notebook Gamer 15.6" Acer Nitro 5 AN515-44-R4KA AMD Ryzen 7-4800H, 8GB, 512GB SSD, GTX 1650, Windows 11 ACER ; R$ 6.040,50 ;  Data: 14/10/2022 
Notebook 14pol Lenovo Thinkpad E14 Gen2 20TBS5AP00 (Core i5 1135G7, 8GB DDR4, SSD 256GB nVME, Sem OS, 1yr. On Site) ; R$ 6.423,52 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book2 Pro, Intel Core i7 -1260P, 16GB, 1TB SSD, Tela 15.6", Full HD AMOLED, Intel Arc A350M ; R$ 10.603,99 ;  Data: 14/10/2022 
Notebook Lenovo 2 em 1 IdeaPad Flex 5i i5 8GB 256GB SSD 14 ; R$ 7.697,00 ;  Data: 14/10/2022 
Notebook Ultra UB522 Intel Core i5 8GB RAM 240GB HD 15,6 Windows 10 Home ; R$ 2.726,01 ;  Data: 14/10/2022 
Notebook Gamer Lenovo 15.6" Gaming 3I, Windows 11, Intel Core i5-11300H, SSD 512GB - 82MG0009BR ; R$ 5.771,84 ;  Data: 14/10/2022 
Notebook Dell Vostro 3515 Amd Ryzen7 3700u 8gb 256ssd Radeon ; R$ 4.530,00 ;  Data: 14/10/2022 
Notebook Samsung Book E30 Intel Core i3 4GB 1TB - 15,6” Full HD Windows 10 ; R$ 5.050,00 ;  Data: 14/10/2022 
Notebook ASUS ZenBook Duo UX482EAR-KA371W Intel Core i7 1195G7 16GB 512GB SSD W11 14" Azul Celestial ; R$ 8.199,18 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 A315-34-C6ZS Intel Celeron - Dual-Core 4GB 1TB 15,6” LED Linux ; R$ 2.849,00 ;  Data: 14/10/2022 
Notebook Dell Inspiron 3511 Core I5 11th 8gb 256ssd Tela 15" Windows ; R$ 5.085,00 ;  Data: 14/10/2022 
