Notebook Intel Celeron N4020 4GB RAM 128GB SSD Acer Aspire 3 A315-34-C2BV Tela 15,6" Windows 11 Home ; R$ 1.860,65 ;  Data: 14/10/2022 
Notebook Gamer Lenovo Intel Core i7 8GB 512GB SSD - 15,6” Full HD IPS Nvidia GTX 1650 4GB Linux ; R$ 5.129,10 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core i5-1135G7, Windows 11 Home, 8GB, 1TB HD, Intel Iris Xe, 15.6" ; R$ 3.329,10 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-U10P 15.6" Full HD Intel Pentium Gold 4GB 128GB SSD Linux Preto ; R$ 2.801,55 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro 5 AN517-54-56Q0 Ci5 Windows 11 Home 8GB 1TB HDD 256GB SSD GTX 1650 17.3' ; R$ 5.849,10 ;  Data: 14/10/2022 
Notebook Samsung Book 15.6 FHD Intel Celeron 6305 500 GB 4GB Linux Cinza Chumbo - NP550XDZ-KP4BR ; R$ 1.745,10 ;  Data: 14/10/2022 
Notebook Ultra, com Windows 10 Home, Processador Intel Core i3, 4GB 120GB SSD, Tela 14,1 Pol. HD + Tecla Netflix Prata - UB430OUT Reembalado ; R$ 1.511,23 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3 Ryzen 5-5500U, 8GB RAM, SSD 256GB, Tela 15.6 Full HD, Windows 11, Prata - 82MF0003BR ; R$ 3.499,99 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 i1101-M50S 15.6” Full HD 11ª geração Intel Core i7 8GB 512GB SSD NVIDIA Geforce Windows 11 ; R$ 5.516,10 ;  Data: 14/10/2022 
Notebook Asus ZenBook 14 UX434FAC-A6340T Intel - Core i7 8GB 256GB SSD 14” Full HD Windows 10 ; R$ 8.549,10 ;  Data: 14/10/2022 
Notebook HP 256-G8, Intel Core i7, 16GB de memória, 256 SSD, Tela de 15,6", Windows 11 ; R$ 4.699,06 ;  Data: 14/10/2022 
Notebook Gamer Acer AN515-57-52LC Tela 15.6 IPS 144Hz, i5, 16GB, SSD 512GB, GTX 1650, Windows 11 ; R$ 5.853,54 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 Intel Core i5 10a Geração 10210U 4.20Ghz 8GB DDR4 256GB SSD NVMe 15.6" Full HD Windows 11 A515-54-57CS ; R$ 3.339,65 ;  Data: 14/10/2022 
Notebook ASUS X515JA-EJ2734W Intel Core i5 1035G1 4GB 256GB SSD W11 15,6" LED-backlit TFT LCD Cinza ; R$ 2.705,18 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3 Ryzen 7-5700U, 8GB, SSD 256GB, Windows 11, 15.6, Prata - 82MF0004BR ; R$ 5.878,99 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 Intel Core i3-1005G1, 4GB RAM, SSD 128GB NVMe, 14 HD Ultrafino, UHD Graphics, Windows 10 Home, , Prata - A514-53-31PN ; R$ 2.499,99 ;  Data: 14/10/2022 
Notebook Ultra 14.1 Pol. Celeron 4GB RAM HD500GB ; R$ 1.649,90 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 Intel Core i3 8GB 256GB SSD - 15,6” Full HD Windows 11 A315-58-31UY ; R$ 2.789,10 ;  Data: 14/10/2022 
Notebook Dell Vostro V15-3515-P30T 15.6" FHD AMD Ryzen 5 8GB 256GB SSD Windows 11 Pro Cinza Chumbo ; R$ 4.166,10 ;  Data: 14/10/2022 
Notebook Dell Vostro V15-3515-P30T 15.6" FHD AMD Ryzen 5 8GB 256GB SSD Windows 11 Pro Cinza Chumbo ; R$ 4.166,10 ;  Data: 14/10/2022 
Notebook ASUS X515JA-EJ1791W Intel Core i5 1035G1 8GB 512GB SSD W11 15,6" LED-backlit Cinza ; R$ 3.279,18 ;  Data: 14/10/2022 
Notebook ASUS M515DA-BR1213 AMD Ryzen 5 3500U 8GB 256GB SSD Endless OS 15,6" LED-backlit Cinza ; R$ 2.459,18 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-M60S 15.6" Full HD 11ª Geração Intel Core i7 8GB 256GB SSD Windows 11 ; R$ 5.318,10 ;  Data: 14/10/2022 
Notebook Dell Gamer G15 5511 I7 11th 16gb 512ssd Rtx3060 ; R$ 9.990,00 ;  Data: 14/10/2022 
Notebook Samsung Book Intel, Windows 11 Home, 4GB, 256GB SSD, 15.6'' Full HD LED ; R$ 2.114,10 ;  Data: 14/10/2022 
Notebook Positivo Motion Celeron N3350 4GB RAM HD 128GB Linux 14" ; R$ 1.403,10 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3i i3-1115G4 4GB 128GB SSD Intel UHD Graphics Windows 11 15.6" ; R$ 2.081,67 ;  Data: 14/10/2022 
Notebook 2 em 1 Multilaser Prime Intel Celeron 4GB 64GB Tela 11,6 Microsoft 365 + 1TB Nuvem ; R$ 1.416,51 ;  Data: 14/10/2022 
Notebook Lenovo V14 i5-1135G7 8GB 256GB SSD W11 Pro 14" FHD 82NM0013BR Preto ; R$ 3.879,94 ;  Data: 14/10/2022 
Notebook Gamer Lenovo AMD Ryzen 7 16GB RAM 512GB - SSD 15,6” Full HD NVIDIA GeForce RTX 3050 4GB ; R$ 8.099,10 ;  Data: 14/10/2022 
MacBook Pro 13” Apple Intel Core i5 16GB RAM - 512GB SSD Cinza-espacial ; R$ 10.349,10 ;  Data: 14/10/2022 
Notebook Gamer Lenovo 3i Intel Core i7-10750H, GeForce GTX 1650, 8GB RAM, SSD 512GB, Tela 15.6 Full HD, Linux, Chameleon Blue - 82CGS00200 ; R$ 5.299,99 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Celeron 4GB 500GB - Full HD + Pacote Office 365 Personal 1 Ano Digital ; R$ 2.014,20 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-M10PF 15.6" Full HD Intel Pentium Gold 4GB 128GB SSD Windows 11 Microsoft 365 Preto ; R$ 3.267,05 ;  Data: 14/10/2022 
Notebook ASUS ZenBook UX325JA-KG302W Cinza ; R$ 4.509,18 ;  Data: 14/10/2022 
Notebook Acer Dual Core 4GB 32GB eMMC Tela 11.6” CB311-9H-C4JV ; R$ 1.812,93 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad S145 81V70008BR - AMD Ryzen 5-3500U 8GB 256GB SSD 15,6” Windows 10 ; R$ 3.599,10 ;  Data: 14/10/2022 
Notebook ASUS VivoBook X513EA-BQ2782W Intel Core i5 1135G7 8GB 256GB SSD W11 15,6" LED-backlit Azul ; R$ 3.279,18 ;  Data: 14/10/2022 
Notebook Gamer Dell G15-i1200-M30P 15.6" FHD 12ª Geração Intel Core i5 16GB 512GB SSD NVIDIA RTX 3050 Windows 11 ; R$ 6.758,10 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core i5 8GB 256GB SSD - Full HD + Microsoft 365 Personal 2020 Office 1TB ; R$ 3.193,20 ;  Data: 14/10/2022 
DELL OPTIPLEX 5070 core i5 7TH 8gb ssd 256 ; R$ 2.799,90 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3 R5-5500U 12GB 256GB SSD Linux 15.6" 82MFS00000 Cinza ; R$ 2.831,37 ;  Data: 14/10/2022 
Notebook HP Intel Core i3 8GB 256GB SSD 15,6” - HD + Pacote Office 365 Personal 1 Ano Digital ; R$ 2.743,20 ;  Data: 14/10/2022 
Notebook Positivo Motion Q4128C Intel Atom Quad-Core Windows 10 Home 14" - Dourado - Inclui Microsoft 365* ; R$ 1.529,15 ;  Data: 14/10/2022 
Notebook Positivo Motion Gray Q4128C-S Intel Atom - 4GB 128GB eMMC 14,1” LED Windows 10 ; R$ 1.574,10 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 Intel Core i5 10a Geração 10210U 4.20Ghz 8GB DDR4 512GB SSD NVMe 15.6" Full HD Windows 11 A515-54-58Z4 ; R$ 3.391,50 ;  Data: 14/10/2022 
Notebook Dell Alienware m15 R7 AW15-i1200-M20P 15.6" QHD 12ª ger Intel Core i7 32GB 1TB SSD RTX 3070Ti Win 11 ; R$ 14.651,10 ;  Data: 14/10/2022 
Chromebook Intel Celeron N4020 4GB RAM 32GB Samsung Tela 11,6" HD Antirreflexo Prata XE310XBA-KT3BR ; R$ 1.614,15 ;  Data: 14/10/2022 
Pc Gamer Streamer 2022 I7 16gb Ssd Full Hd + Nfe + Garantia - 4Gamers ; R$ 2.872,00 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core i3-1115G4, 4GB, Windows 10, 256GB SSD, 15.6'' Full HD LED, NP550 ; R$ 2.620,00 ;  Data: 14/10/2022 
Notebook Ultra UB520 - I5 Intel Core i5 8GB - 480GB SSD 15,6” Full HD LED Windows 10 ; R$ 2.834,10 ;  Data: 14/10/2022 
Notebook LG Gram Intel Core i5, 8GB RAM, 256GB SSD, Tela 14 IPS FHD, Windows 10 Home, Titanium - 14Z90N ; R$ 3.999,99 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3i i7 8GB 256 GB SSD Placa de Vídeo Dedicada W11 15.6" 82BS000MBR ; R$ 3.747,67 ;  Data: 14/10/2022 
Notebook VAIO FE14 Intel Core i5-1235U Windows 11 Home 16GB 512GB SSD Full HD - Cinza Grafite ; R$ 3.739,15 ;  Data: 14/10/2022 
Notebook Samsung Book NP550 Core i3 4GB 256GB SSD 15.6 W11 ; R$ 2.618,03 ;  Data: 14/10/2022 
Notebook Asus Intel Celeron E510MA-BR701X RAM 4GB 128GB Windows 11 Pro 15,6" Azul - ASUS ; R$ 1.529,10 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15.6” i1101-M60SF FHD 11ªger Intel Core i7 16GB 512GB SSD NVIDIA Geforce Microsoft 365 Windows 11 ; R$ 6.092,10 ;  Data: 14/10/2022 
Notebook Intel Atom Quad Core 4GB RAM 64GB eMMC Positivo Motion Q464C 14,1" Windows 10 Home ; R$ 1.401,65 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core i3 4GB - 256GB SSD + Microsoft 365 Personal 2020 Office 1TB ; R$ 2.428,20 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3i Intel Core i3-10110U, 4GB, SSD 256GB, Windows 11, 15.6, Prata - 82BS000JBR ; R$ 2.449,99 ;  Data: 14/10/2022 
Notebook Dell Latitude 3420 Core I3-1115G4 16gb SSD 512 NVME e TELA 14 polegadas ; R$ 4.499,90 ;  Data: 14/10/2022 
Notebook ASUS X515JA-BR2750W Intel Core i3 1005G1 4GB 256GB SSD W11 15,6" LED-backlit Cinza ; R$ 2.213,18 ;  Data: 14/10/2022 
Notebook HP Intel Core i5 8GB 256GB SSD 15,6” - HD Windows 11 256 G8 ; R$ 3.329,10 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3 R5-5500U 8GB 256GB SSD Windows 11 15.6" 82MF0003BR Prata ; R$ 3.329,10 ;  Data: 14/10/2022 
Notebook Acer A315-56-311J Intel Core i3 8GB - 256GB SSD 15,6” Full HD LED Windows 10 ; R$ 3.299,00 ;  Data: 14/10/2022 
Notebook Intel Core i5 4GB RAM 256GB SSD Acer Aspire 5 A515-54-579S Full HD 15,6" Windows 10 Home ; R$ 2.719,15 ;  Data: 14/10/2022 
Notebook ASUS X515JA-EJ1792 Intel Core i5 1035G1 8GB 256GB SSD Linux 15,6" LED-backlit TFT LCD Cinza ; R$ 2.951,18 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core i3, Windows 11 Home, 8GB, 256GB SSD ; R$ 2.879,10 ;  Data: 14/10/2022 
Notebook Intel Core I3 4GB RAM 1TB Ultra UB422 Tela 14.1" Full HD Linux Prata - Multilaser ; R$ 2.294,15 ;  Data: 14/10/2022 
Notebook Samsung Chromebook Plus 12” FHD Touch Intel 1.5Ghz 4GB 32GB SSD OS Prata ; R$ 3.782,03 ;  Data: 14/10/2022 
Lenovo Thinkcentre M910q Pequeno i5 6th Geração, 8GB Ram 256GB Ssd Win11 Pro Mini ; R$ 2.249,90 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Celeron 4GB 500GB - Full HD + Microsoft 365 Personal 2020 Office ; R$ 2.023,20 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3i-15IGL, Tela de 15.6", Windows 11, SSD 128GB, 4GB, Prata ; R$ 2.199,00 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3i Intel Core i5 8GB - 256GB SSD 15,6” Windows 11 82BS000GBR ; R$ 3.239,10 ;  Data: 14/10/2022 
Notebook Intel Atom Quad Core 4GB RAM 64GB eMMC Positivo Motion Red Q464C 14,1" Windows 10 Home ; R$ 1.384,65 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3 R5-5500U 8GB 256GB SSD Linux 15.6" 82MFS00100 Cinza ; R$ 3.149,10 ;  Data: 14/10/2022 
Notebook ASUS X515JA-BR2751W Intel Core i3 1005G1 8GB 256GB SSD W11 15,6" LED-backlit Cinza ; R$ 2.705,18 ;  Data: 14/10/2022 
Notebook Dell Vostro V15-3510-U05T 15.6" Full HD Intel Pentium Gold 4GB 128GB SSD Linux Cinza Chumbo ; R$ 2.906,05 ;  Data: 14/10/2022 
Notebook LG Gram Intel Core i7-1165G7, 16GB RAM, 256GB SSD M.2 NVMe, 16' IPS, Intel Iris Xe, Windows 10 Home, Preto - 16Z90P-G.BH71P2 ; R$ 6.499,99 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3 R5-5500U 8GB 256GB SSD Linux 15.6" 82MFS00100 Cinza ; R$ 3.149,10 ;  Data: 14/10/2022 
Notebook ASUS X515JA-BR2751W Intel Core i3 1005G1 8GB 256GB SSD W11 15,6" LED-backlit Cinza ; R$ 2.705,18 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3 R7-5700U 8GB 256GB SSD Linux 15.6" 82MFS00200 Cinza ; R$ 2.997,97 ;  Data: 14/10/2022 
Notebook Dell Vostro V15-3510-U05T 15.6" Full HD Intel Pentium Gold 4GB 128GB SSD Linux Cinza Chumbo ; R$ 2.906,05 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3i Intel Core i5 8GB - 256GB SSD 15,6” Windows 11 82BS000GBR ; R$ 3.239,10 ;  Data: 14/10/2022 
Notebook M11W Prime 2 em 1, com Windows 11 Home, Processador Intel Celeron, Tela 11,6 Pol + Microsoft 365 Personal e 1TB na Nuvem - PC280 - Multilaser ; R$ 1.573,90 ;  Data: 14/10/2022 
Notebook Positivo Motion Q4128C Intel Atom Quad-Core Windows 10 Home 14.1" - Vermelho - Inclui Microsoft 365* ; R$ 1.444,15 ;  Data: 14/10/2022 
Apple Macbook Air 13,6” M2 8GB RAM - 256GB SSD Cinza-espacial ; R$ 11.969,10 ;  Data: 14/10/2022 
Notebook Samsung Book E20 Intel Celeron 6305, 4GB, 500GB HD, 15,6 LED Full HD, Windows 10 Home, Cinza Chumbo - NP550XDA-KO1BR ; R$ 2.199,99 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3i-15IGL Intel Celeron N4020, 4GB RAM, 128GB SSD, Linux, Prata - 82BUS00100 ; R$ 1.799,99 ;  Data: 14/10/2022 
Notebook ASUS VivoBook X513EA-EJ3203W Intel Core i7 1165G7 16GB 1TB SSD W11 15,6" Full HD Preto ; R$ 5.657,18 ;  Data: 14/10/2022 
Notebook Samsung Intel 8GB 256GB SSD Tela 15,6" Windows 11 ; R$ 2.999,00 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Celeron 4GB 500GB - Full HD + Microsoft 365 Personal 2020 Office ; R$ 2.023,20 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 Intel Celeron N4020, 4GB RAM, SSD 128GB NVMe, Tela 15,6', Intel UHD Graphic 600, Windows 11 Home, Preto - A315-34-C9WH ; R$ 1.899,99 ;  Data: 14/10/2022 
Notebook Samsung Chromebook Dual-Core 4GB 32GB Google Chrome OS, 11.6'' HD LED - XE310XBA-KT1BR ; R$ 1.859,00 ;  Data: 14/10/2022 
Notebook Dell Inspiron i13-i1200-M20S 13.3 Full HD 12ª Ger. Plataforma Intel EVO Core i7 16GB 512GB SSD Windows 11 ; R$ 7.253,10 ;  Data: 14/10/2022 
Notebook Gamer AN515-44-R4KA Nitro 5 AMD Ryzen 7 8GB 512GB SSD GeForce GTX 4GB 15.6 IPS 144Hz Windows 11 Acer ; R$ 5.250,96 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3 R7-5700U 8GB 512GB SSD Windows 11 15.6" 82MF0008BR Cinza ; R$ 3.190,02 ;  Data: 14/10/2022 
Notebook Acer A315-56-311J Intel Core i3 8GB - 256GB SSD 15,6” Full HD LED Windows 10 ; R$ 3.299,00 ;  Data: 14/10/2022 
Notebook HP 640 Intel Core i5-6300, 8GB, SSD 120GB ; R$ 2.904,65 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro 5 AN515-55-79X0 Intel Core i7 Windows 11 Home 8GB 512GB SSD GTX 1650 15.6' ; R$ 6.299,10 ;  Data: 14/10/2022 
Notebook Lenovo V14 i5-1135G7 8GB 256GB SSD W11 Home 14" FHD 82NM0012BR Preto ; R$ 3.534,98 ;  Data: 14/10/2022 
Notebook Lenovo Ideapad 3i 15.6 HD Intel Celeron N4020 128GB SSD 4GB Linux Ubuntu Prata - 82BUS00100 ; R$ 1.798,20 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad 3-15ALC 82MFS00100 Ryzen 5-5500U 8GB RAM 256GB HD 15.6 Linux ; R$ 2.776,50 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro, Intel CoreT i5, NVIDIA GTX 1650, 8GB, 1TB+256GB SSD, Windows 11, Tela de 15,6" - AN515- ; R$ 5.128,92 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 i1101-M20S 15.6” FHD Touch 11ª geração Intel Core i5 8GB 256GB SSD Windows 11 ; R$ 4.661,10 ;  Data: 14/10/2022 
Chromebook Samsung Intel Celeron N4500 Dual-Core, 8GB RAM, SSD 64GB e.MMC, 14" HD Antirreflexo, Intel UHD, Google Chrome - XE340XDA-KS1BR ; R$ 2.239,99 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book Go prata 14", Qualcomm Snapdragon 7c Gen 2 4GB de RAM 128GB SSD, Qualcomm Adreno 618 1920x1080px Windows 10 Home - IMP ; R$ 4.628,61 ;  Data: 14/10/2022 
Notebook Positivo Motion Plus Intel Atom 4Gb 64Gb Ssd ; R$ 1.309,79 ;  Data: 14/10/2022 
Notebook 2 em 1 Positivo DUO C464D Intel Celeron Dual Core Windows 11 Home 11" - Cinza ; R$ 1.529,15 ;  Data: 14/10/2022 
Notebook Samsung Book Intel Core i7-1165G7 Windows 11 Home, 8GB, 256GB SSD, Intel Iris Xe, 15.6" ; R$ 3.797,10 ;  Data: 14/10/2022 
Xe501c13-ad2br samsung chromebook intel dual core google chrome os 4gb 16gb 11.6" hd led hd ; R$ 1.791,00 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 3000 a0500-MM10P 15.6" FHD AMD Ryzen 5 8GB 256GB SSD Windows 11 Preto ; R$ 3.707,10 ;  Data: 14/10/2022 
Apple Macbook Air 13,6” M2 8GB RAM - 256GB SSD Estelar ; R$ 11.969,10 ;  Data: 14/10/2022 
Notebook ASUS VivoBook X513EA-BQ3027W Azul Cobalto ; R$ 3.525,18 ;  Data: 14/10/2022 
Notebook Positivo Motion Gold Q4128c-S Intel Atom Quad Core Windows 10 Home 14,1' Dourado ; R$ 1.444,15 ;  Data: 14/10/2022 
Notebook Positivo Motion C4120F Intel Celeron Windows 11 Home 14'' Vermelho Inclui Microsoft 365* ; R$ 1.614,15 ;  Data: 14/10/2022 
Notebook Positivo Motion C41TEi Intel Celeron Dual-Core Linux 14" - Dourado ; R$ 1.529,15 ;  Data: 14/10/2022 
Notebook Intel i3 8GB RAM 256GB SSD Acer Aspire 5 A514-54-397J Tela 14" FHD Windows 11 Safari Gold ; R$ 2.795,65 ;  Data: 14/10/2022 
Notebook Compaq Presario 452 Intel Core i5 Linux 8GB 1TB 14" - Cinza ; R$ 2.379,15 ;  Data: 14/10/2022 
Notebook Vaio FE15 VJFE52F11X-B2211H Intel Core i5 - 8GB 512GB SSD 15,6” Full HD LED Windows 10 ; R$ 4.049,10 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro 5 Intel Core i5-10300H, GeForce GTX 1650, 8GB RAM, SSD 512GB, 15.6' Full HD IPS, Win11 - AN515-55-59T4 ; R$ 4.799,99 ;  Data: 14/10/2022 
Notebook Samsung Book NP550XDA-KT1BR Intel Core i3 - 4GB 1TB 15,6” Full HD LED Windows 10 ; R$ 2.789,10 ;  Data: 14/10/2022 
Notebook Gamer ASUS TUF F15 FX506HC-HN353W Intel Core i5 11400H 8GB 512GB SSD W11 15,6 RTX3050 Cinza ; R$ 6.559,18 ;  Data: 14/10/2022 
Notebook Lenovo V14 i5-1115G4 8GB 256GB SSD Linux 14" 82NMS00100 Preto ; R$ 3.190,02 ;  Data: 14/10/2022 
Notebook Asus VivoBook X543UA-GQ3430T - Intel Core i3 4GB 256GB SSD 15,6” LED Windows 10 ; R$ 2.699,10 ;  Data: 14/10/2022 
Notebook Dell Vostro V15-3510-U30T 15.6" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Linux Cinza Chumbo ; R$ 4.094,10 ;  Data: 14/10/2022 
Notebook Multilaser PC134 Legacy Cloud Intel Atom-Z8350 2GB 64GB W10 14" Cinza ; R$ 1.399,99 ;  Data: 14/10/2022 
Notebook Acer Aspire A315-34-C9WH Intel Celeron N4020 4GB 128GB SSD 15.6 HD Intel UHD Gr Win 11 Home ; R$ 1.879,99 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro 5 Intel Core i5 8GB - 1TB + Headset Gamer + Mouse Gamer ; R$ 4.660,11 ;  Data: 14/10/2022 
Notebook ASUS E410MA-BV1872X Intel Celeron Dual Core N4020 4GB 128GB SSD W11 14" Rose Gold ; R$ 1.967,18 ;  Data: 14/10/2022 
Notebook Dell Vostro V15-3510-M30T 15.6" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 11 Cinza Chumbo ; R$ 4.238,10 ;  Data: 14/10/2022 
Notebook Intel Core i3-1115G4 Windows 10 RAM 4GB 1TB Tela 15.6 NP550XDA-KV2BR Samsung ; R$ 2.675,61 ;  Data: 14/10/2022 
Base Gamer Husky Gaming, Preto e Vermelho, Para Notebook até 21', Com 6 Fans, RGB - HGMB001 ; R$ 179,99 ;  Data: 14/10/2022 
Notebook Positivo Motion C4120F 14'' HD Celeron N4020 4GB 120GB SSD W11 1 Ano de Office 365* Cinza ; R$ 3.160,90 ;  Data: 14/10/2022 
Notebook Positivo Motion 4Gb 128Gb 14" Com Office 1 Ano ; R$ 1.873,70 ;  Data: 14/10/2022 
Notebook Dell Inspiron 15 i1101-M20S 15.6” FHD Touch 11ª geração Intel Core i5 8GB 256GB SSD Windows 11 ; R$ 4.661,10 ;  Data: 14/10/2022 
Kit Notebook Dell Inspiron 15 3000 a0500-MM10SB 15.6" FHD AMD Ryzen 5 8GB 256GB SSD Windows 11 Prata + Mochila ; R$ 3.869,10 ;  Data: 14/10/2022 
Notebook Lenovo V14 i5-1115G4 8GB 256GB SSD Linux 14" 82NMS00100 Preto ; R$ 3.190,02 ;  Data: 14/10/2022 
Notebook Gamer ASUS TUF F15 FX506HC-HN353W Intel Core i5 11400H 8GB 512GB SSD W11 15,6 RTX3050 Cinza ; R$ 6.559,18 ;  Data: 14/10/2022 
Notebook ASUS ZenBook Duo UX482EAR-KA370W Azul Celestial ; R$ 8.199,18 ;  Data: 14/10/2022 
Notebook Samsung Galaxy Book S Intel CoreT i5 L16G7, 8GB, 256GB SSD, Tela de 13,3" NP767XCM-K03BR ; R$ 4.499,00 ;  Data: 14/10/2022 
Notebook 2 em 1 Positivo Intel 4GB 128GB Tela Touch Windows 10 C4128A ; R$ 2.074,90 ;  Data: 14/10/2022 
Notebook Lenovo Ultrafino IdeaPad 3i Intel Core i7-10510U, NVIDIA GeForce MX330, 8GB, SSD 256GB, Windows 11, 15.6, Prata - 82BS000MBR ; R$ 3.999,99 ;  Data: 14/10/2022 
Base Gamer Husky Gaming, Preto e Vermelho, Para Notebook até 21', Com 6 Fans, RGB - HGMB001 ; R$ 179,99 ;  Data: 14/10/2022 
Notebook Dell Vostro V15-3515-U30T 15.6" FHD AMD Ryzen 5 8GB 256GB SSD Linux Cinza Chumbo ; R$ 3.212,10 ;  Data: 14/10/2022 
Chromebook Samsung 11.6 Intel 4Gb 32Gb Xe310Xba-Kt3Br ; R$ 1.378,98 ;  Data: 14/10/2022 
Notebook Gamer Intel Core i5 8GB RAM 512GB SSD Acer Nitro 5 AN515-57-52LC 15,6" FHD Windows 11 ; R$ 4.929,15 ;  Data: 14/10/2022 
Notebook Lenovo T450 I5 8gb 14 Pol + Mesa Dobrável ; R$ 1.999,00 ;  Data: 14/10/2022 
Notebook 16,2" Pro M1 Max 64GB 1TB SSD Z150000HP - Universal ; R$ 41.923,91 ;  Data: 14/10/2022 
Notebook Samsung Book 550XDA-KO1 Intel Celeron 6305 4GB 500GB W10 Tela 15.6" ; R$ 2.171,71 ;  Data: 14/10/2022 
Notebook X515JA Asus, Core i5, 8GB , 256GB SSD Nvidia Gforce MX130, Tela de 15", Win 11 Home, Cinza ; R$ 3.599,99 ;  Data: 14/10/2022 
Notebook Lenovo IdeaPad Flex 5i i7-1165G7 8GB 256GB SSD W11 14" FHD Intel Iris Xe ; R$ 4.859,10 ;  Data: 14/10/2022 
ASUS Notebook E410 - NOTEBOOK ASUS ; R$ 1.750,00 ;  Data: 14/10/2022 
Notebook Compaq Presario CQ-27 Intel Core i3 4GB - 240GB SSD 14,1” LED Linux ; R$ 2.339,10 ;  Data: 14/10/2022 
Notebook Acer 15 4GB A315-34-C9WH SSD 128GB Celeron-N4020 Windows 11 Home Pretoc ; R$ 1.899,00 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 Intel Celeron 4GB 128GB SSD A31435C7E8 Prata ; R$ 1.994,05 ;  Data: 14/10/2022 
Notebook Dell Vostro V15-3510-P30T 15.6" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 11 Pro Cinza Chumbo ; R$ 4.625,10 ;  Data: 14/10/2022 
Notebook Acer Aspire 5 i5-10210U 8GB 256GB SSD Linux 15,6'' ; R$ 3.799,90 ;  Data: 14/10/2022 
Notebook Multilaser Legacy Air Intel Dual Core 4GB - SSD 32GB LCD 13,3” Full HD Windows 10 ; R$ 1.359,90 ;  Data: 14/10/2022 
Notebook VAIO FE14 Intel Core i7-1255U Windows 11 Home 8GB 512GB SSD Full HD - Cinza Escuro ; R$ 4.249,15 ;  Data: 14/10/2022 
Notebook Dell Inspiron i15-i1100-M55P 15.6" Full HD 11ª Geração Intel Core i5 8GB 512GB SSD Windows 11 Preto ; R$ 4.355,10 ;  Data: 14/10/2022 
Notebook Gamer Acer Nitro 5 AN517-52-50RS Intel Core i5 Windows 11 Home 8GB 512GB SSD GTX 1650 17.3' ; R$ 5.228,09 ;  Data: 14/10/2022 
Notebook Acer Aspire 3 A31534C9WH Intel 4GB RAM 128GB SSD Windows 11 ; R$ 2.184,05 ;  Data: 14/10/2022 
Notebook Dell Alienware m15 R7 AW15-i1200-M20BP 15.6" QHD 12ª ger Intel Core i7 32GB 1TB SSD RTX 3070Ti Win 11 ; R$ 14.984,10 ;  Data: 14/10/2022 
